kategori,text
2,"['woke', 'thick', 'n', 'got', 'ta', 'call', 'thick', 'tomorrow', 'funny', 'workout', 'gym', 'life', 'car', 'fitness', 'thick', 'body', 'thick', 'girl', 'yoga', 'bad', 'club', 'bad', 'die', 'thick']"
2,"['today', 'went', 'friend', 'gym', 'able', 'awesome', 'car', 'workout', 'repeat', 'every', 'couple', 'day', 'think', 'ill', 'able', 'get', 'car', 'back', 'c']"
2,"['jump', 'rope', 'full', 'body', 'work', 'car', 'dont', 'need', 'gym', 'need', 'rope']"
2,"['sometimes', 'hit', 'dont', 'still', 'go', 'together', 'especially', 'car']"
2,"['fun', 'fitness', 'journey', 'trying', 'learn', 'defend', 'getting', 'conditioned', 'academy', 'quaker', 'town', 'boxing', 'belt', 'car', 'fitness', 'workout']"
2,"['took', 'finally', 'got', 'silver', 'prestige', 'n', 'need', 'start', 'actually', 'looking', 'car', 'workout', 'n', 'got', 'ta', 'get', 'dance', 'game']"
2,"['car', 'sum', 'f', 'look', 'like', 'booty']"
2,"['hit', 'gym', 'together']"
2,"['sip', 'drink', 'workout', 'reducing', 'fatigue', 'muscle', 'minimize', 'car', 'time', 'lifting', 'preserve', 'energy', 'dynamic', 'lifting', 'muscle', 'activation', 'start', 'workout', 'compound']"
2,"['gorilla', 'premium', 'large', 'yoga', 'mat', 'x', 'x', 'extra', 'thick', 'ultra', 'comfortable', 'nontoxic', 'non', 'slip', 'barefoot', 'exercise', 'mat', 'work', 'great', 'floor', 'car', 'home', 'product', 'de', 'scrip']"
2,"['car', 'workout', 'full', 'body', 'workout', 'hi', 'home', 'workout', 'burn', 'fat', 'lucy', 'read', 'n']"
2,"['yes', 'rope', 'real', 'car', 'workout']"
2,"['put', 'good', 'car', 'leg', 'press', 'decent', 'workout', 'today']"
2,"['workout', 'today', 'car', 'day', 'happy', 'n', 'fitness', 'fit']"
2,"['bob', 'brad', 'massage', 'gun', 'indoor', 'cycling', 'fat', 'burning', 'workout', 'k', 'video', 'indoor', 'cycling', 'car', 'training', 'car', 'high', 'intensity']"
2,"['terrace', 'morning', 'exercise', 'workout', 'health', 'n', 'workout', 'fitness', 'car', 'health', 'wellness', 'exercise', 'health', 'new', 'york', 'luxury', 'luxury', 'living']"
2,"['round', 'health', 'fitness', 'please', 'continue', 'support', 'free', 'vote', 'day', 'every', 'thank', 'n', 'free', 'everything', 'team', 'boom', 'workout', 'challenge', 'spring', 'challenge', 'hard', 'car', 'ba']"
2,"['busy', 'woman', 'want', 'body', 'back', 'without', 'car', 'foregoing', 'favorite', 'n', 'send', 'check', 'free', 'link', 'never', 'late', 'n', 'motivation', 'gym', 'workout', 'fitness', 'motivation']"
2,"['queen', 'card', 'ge', 'car', 'workout']"
2,"['tired', 'current', 'gym', 'routine', 'check', 'boredom', 'door', 'use', 'code', 'fit', 'get', 'first', 'drop', 'class', 'free', 'fitness', 'gym', 'workout', 'car', 'lift', 'motivation', 'yoga', 'pa']"
2,"['solo', 'dorm', 'pole', 'mi', 'coach', 'men', 'te', 'hi', 'zo', 'per', 'di', 'era', 'da', 'dade', 'mot', 'pu', 'de', 'leg', 'workout', 'car', 'de', 'de', 'la', 'u', 'gar', 'leer', 'reg', 'e', 'bien']"
2,"['star', 'ox', 'via', 'actually', 'time', 'chore', 'living', 'someone', 'particularly', 'active', 'due', 'small', 'car', 'workout', 'x', 'day']"
2,"['late', 'today', 'n', 'pretty', 'good', 'workout', 'along', 'car', 'family', 'great', 'n', 'lower', 'back', 'like', 'driving', 'weird', 'hopefully', 'go', 'away', 'later', 'n', 'wishing', 'well']"
2,"['day', 'learning', 'handstand', 'n', 'calisthenics', 'homework', 'body', 'weight', 'workout', 'transformation', 'handstand', 'handstand', 'entertainment', 'fitness', 'workout', 'fitness', 'motivation', 'tutorial', 'fitness', 'journey', 'exercise', 'car', 'motivation', 'inspiration', 'wellness']"
2,"['looking', 'workout', 'stuff', 'exhausting', 'calorie', 'deficit', 'lift', 'target', 'every', 'muscle', 'group', 'ten', 'car', 'everyday', 'workout', 'back', 'day', 'l', 'mao']"
2,"['may', 'workout', 'car', 'h', 'tennis', 'workout', 'sport', 'tennis']"
2,"['heating', 'sport', 'club', 'summer', 'join', 'coach', 'round', 'pickle', 'ball', 'pool', 'aqua', 'fit', 'gym', 'car', 'workout', 'n', 'life', 'superstition', 'summer', 'workout', 'pickle', 'ball', 'car', 'workout']"
2,"['best', 'cross', 'fit', 'workout', 'class', 'fitness', 'society', 'exercise', 'want', 'combine', 'car', 'strength', 'training', 'workout', 'lot', 'dynamic', 'think', 'squat', 'well', 'heavy', 'think']"
2,"['first', 'workout', 'day', 'done', 'chest', 'car', 'today']"
2,"['love', 'make', 'hoop', 'day', 'good', 'workout', 'getting', 'game', 'back', 'slowly', 'get', 'car', 'back', 'order', 'ill', 'untouchable']"
2,"['big', 'shout', 'coach', 'offering', 'morning', 'fit', 'car', 'finish', 'line']"
2,"['phone', 'walking', 'planet', 'fitness', 'morning', 'immediately', 'told', 'membership', 'would', 'didnt', 'another', 'one', 'workout', 'car', 'person', 'talk']"
2,"['min', 'car', 'cal', 'burned', 'n', 'hour', 'workout', 'n', 'keep', 'going']"
2,"['bow', 'tied', 'pep', 'bow', 'tied', 'ox', 'bow', 'tied', 'loon', 'would', 'try', 'workout', 'workout', 'card', 'ion', 'n', 'sol', 'best', 'depending', 'strict', 'fast', 'coconut', 'water', 'bone', 'broth', 'also', 'good']"
2,"['treat', 'sex', 'like', 'workout', 'best', 'like', 'car']"
2,"['one', 'thing', 'claustrophobia', 'ensure', 'get', 'car', 'workout', 'cause', 'really', 'today']"
2,['gym']
2,"['biggest', 'comeback', 'like', 'balance', 'workout', 'schedule', 'car', 'weight', 'training', 'target']"
2,"['drama', 'gal', 'free', 'option', 'also', 'limited', 'outside', 'car', 'saw', 'full', 'got', 'n', 'ni', 'use', 'cycling', 'thread', 'free', 'limited', 'basically']"
2,"['st', 'aftermath', 'trouble', 'leaving', 'spouse', 'sh', 'work', 'change', 'muscular', 'fat', 'distribution', 'strengthen', 'heart', 'car', 'take', 'handiwork', 'start', 'start', 'cut']"
2,"['live', 'like', 'midnight', 'n', 'grind', 'yes', 'fit', 'yes', 'fit', 'yes', 'fit', 'fitness', 'digital', 'fitness', 'race', 'workout', 'car', 'fun', 'fit', 'fitness', 'fun', 'exercise', 'healthy', 'wellness', 'health', 'virtual', 'race', 'run', 'walk', 'jog', 'cycle', 'swim', 'runner']"
2,"['listed', 'car', 'workout', 'kit', 'via']"
2,"['press', 'play', 'album', 'car', 'workout', 'breeze']"
2,"['got', 'perspective', 'treadmill', 'always', 'thought', 'clean', 'eating', 'big', 'deal', 'thing', 'maintain', 'active', 'day', 'pound', 'fit', 'car', 'gym', 'workout', 'felt', 'something', 'right']"
2,"['dance', 'car', 'class', 'got', 'heart', 'rate', 'steady', 'high', 'strain', 'still', 'felt', 'comfortable', 'pregnant', 'dread', 'procrastination', 'n', 'energy', 'focus', 'powerful', 'workout', 'feel', 'good']"
2,"['ball', 'id', 'actually', 'trained', 'pure', 'hood', 'innately', 'physical', 'freak', 'wrestler', 'though', 'probably', 'could', 'good', 'grapple', 'r', 'car', 'actually', 'trained']"
2,"['hour', 'workout', 'weight', 'training', 'car', 'sweater', 'truly', 'choice', 'fine']"
2,"['car', 'fitness', 'en', 'sie', 'er', 'w', 'sha', 'la', 'band', 'em', 'e', 'k', 'bare', 'zo', 'la', 'band', 'laden', 'p', 'fund', 'da', 'workout', 'fitness', 'car', 'workout', 'fitness']"
2,"['day', 'home', 'n', 'flexibility', 'training', 'n', 'breathing', 'exercise', 'gym', 'n', 'car', 'n', 'core', 'training', 'u', 'workout']"
2,"['de', 'read', 'insane', 'amount', 'eat', 'believe', 'sauna', 'use', 'also', 'huge', 'impact', 'car', 'though', 'burned', 'subtle', 'steady', 'pressure', 'body', 'workout', 'ton', 'without', 'feeling', 'impact', 'sparring']"
2,"['l', 'goal', 'work', 'every', 'day', 'day', 'tomorrow', 'car', 'lose', 'reach', 'goal', 'weight', 'loss', 'rue', 'queen', 'jess', 'lucky']"
2,"['important', 'incorporate', 'hi', 'car', 'workout', 'routine', 'order', 'necessary', 'endurance', 'defend', 'long', 'distance', 'car', 'fight', 'car', 'find', 'scramble', 'without', 'proper', 'training', 'could', 'leave', 'drained']"
2,"['trampoline', 'could', 'considered', 'play', 'really', 'form', 'car', 'burning', 'fat', 'rapidly', 'running', 'tested', 'best', 'fun', 'effective']"
2,"['turner', 'l', 'musher', 'woo', 'train', 'rap', 'stuff', 'every', 'workout', 'best', 'car', 'ever', 'done', 'sparring', 'also', 'brilliant', 'strong', 'incentive', 'push', 'exhaustion', 'keep', 'want', 'repeatedly', 'face']"
2,"['hesitate', 'post', 'much', 'workout', 'say', 'car', 'ply', 'p', 'metric', 'hell', 'big']"
2,"['car', 'hate', 'indoor']"
2,"['super', 'ko', 'huh', 'u', 'dah', 'performance', 'continuously', 'car', 'workout', 'may', 'upper', 'core', 'lower', 'na', 'workout', 'pa', 'h', 'h', 'wha', 'hah', 'em', 'na', 'dah', 'may', 'test', 'na', 'workout']"
2,"['god', 'dont', 'look', 'l', 'mao', 'need', 'slow', 'incline', 'running', 'getting', 'muscle', 'feeling', 'taste', 'n', 'struggling', 'thin', 'n', 'leg', 'straining', 'car']"
2,"['maximize', 'car', 'efficiency', 'cross', 'training', 'reduced', 'rest', 'time', 'discover', 'elevate', 'cardiovascular', 'fitness', 'saving', 'time', 'fitness', 'car', 'workout', 'cross', 'training', 'efficiency', 'debt', 'ceiling', 'view']"
2,"['morning', 'work', 'done', 'get', 'closer', 'goal', 'start', 'seeing', 'progress', 'far', 'work', 'routine', 'car', 'ill', 'pick', 'bitch', 'become', 'butterfly', 'great', 'week']"
2,"['car', 'workout', 'today', 'definitely', 'seeing', 'progress', 'dad', 'life', 'dad', 'single', 'dad', 'life', 'single', 'dad']"
2,"['workout', 'happy', 'day', 'today', 'car', 'good', 'run', 'n', 'ni', 'ran', 'straight', 'stopped', 'tie', 'shoe', 'mile', 'walk', 'n', 'ni', 'didnt', 'go', 'speed', 'today', 'distance', 'man', 'done', 'mile', 'long', 'time']"
2,"['let', 'workout', 'home', 'n', 'product', 'name', 'workout', 'fitness', 'car', 'bicycle', 'household', 'cycling', 'gym', 'equipment', 'indoor', 'outdoor', 'exercise', 'spinning', 'bike', 'ba', 'product', 'price', 'n', 'discount', 'price', 'n']"
2,"['workout', 'together', 'show', 'n', 'wan', 'na', 'hit', 'car', 'n', 'workout', 'much']"
2,"['workout', 'strength', 'endurance', 'balance', 'even', 'car', 'cycling', 'great', 'way', 'stay', 'shape', 'fun', 'one', 'get', 'gear', 'need', 'awesome', 'ride']"
2,"['nice', 'workout', 'car', 'session', 'plug', 'saw', 'track', 'push']"
2,"['upper', 'body', 'car', 'day', 'week', 'get', 'rid', 'fat', 'fat', 'burner']"
2,"['first', 'time', 'ko', 'mag', 'leg', 'workout', 'car', 'pot', 'ko', 'ko']"
2,"['car', 'travel', 'class', 'powered', 'coach', 'non', 'place', 'fit', 'every', 'n', 'fitness', 'gym', 'workout']"
2,"['work', 'cash', 'flow', 'main', 'work', 'trading', 'gambling', 'main', 'hustle', 'long', 'short', 'term', 'car', 'good', 'diet', 'physical', 'mental', 'bad', 'b', 'motivation', 'god', 'top', 'god', 'family', 'n', 'god', 'vision']"
2,"['love', 'crushing', 'current', 'workout', 'week', 'zone', 'card', 'ion', 'week', 'higher', 'intensity', 'card', 'ion', 'strength', 'training', 'session', 'hour', 'n', 'mobility', 'work', 'within', 'strength', 'training', 'session', 'n', 'throughout']"
2,"['workout', 'done', 'n', 'g', 'car', 'n', 'fitness', 'addict', 'fitness', 'journey', 'gym', 'life', 'n', 'gym', 'motivation', 'n', 'daily', 'routine', 'fit', 'gym', 'rat', 'would', 'like', 'locker', 'room', 'x', 'girl', 'seeker', 'travel']"
2,"['min', 'fat', 'melting', 'car', 'workout', 'repeat', 'via']"
2,"['registration', 'august', 'strength', 'car', 'improving', 'small', 'group', 'setting', 'per', 'class', 'like', 'keep', 'personal', 'boot', 'camp', 'small', 'group', 'training', 'clarin', 'bowman', 'ville']"
2,"['fit', 'founder', 'say', 'like', 'car', 'terrible', 'losing', 'weight', 'recommend', 'zone', 'car', 'zone', 'workout', 'burn', 'strong', 'fat', 'burning', 'tool', 'context', 'measured', 'diet', 'strength', 'training', 'program', 'many']"
2,"['thinking', 'waste', 'time', 'came', 'conclusion', 'could', 'easily', 'commit', 'time', 'exercise', 'recent', 'iteration', 'workout', 'interested', 'feedback']"
2,"['car', 'workout', 'home', 'hi', 'workout', 'via']"
2,"['ce', 'confirm', 'lost', 'first', 'exercise', 'extensive', 'wife', 'would', 'hour', 'every', 'weekend', 'year', 'day', 'incorporated', 'calisthenic', 'training', 'remains', 'car']"
2,"['dont', 'chase', 'muscle', 'soreness', 'pump', 'focus', 'weight', 'rep', 'include', 'car', 'dont', 'overuse', 'drop', 'rest', 'pause', 'make', 'sure', 'protein', 'take', 'high', 'eat', 'period']"
2,"['shape', 'ready', 'get', 'moving', 'gym', 'weight', 'car', 'boot', 'pretty', 'list', 'accessible', 'help', 'ease', 'back', 'routine', 'exercise', 'fitness', 'get', 'fit', 'movement', 'healthy']"
2,"['enjoy', 'ultimate', 'privacy', 'gym', 'book', 'private', 'room', 'everything', 'need', 'great', 'workout', 'strength', 'car', 'equipment']"
2,"['swimming', 'great', 'low', 'impact', 'car', 'workout', 'help', 'loose', 'weight', 'also', 'full', 'body', 'workout', 'stone']"
2,"['fat', 'loss', 'easy', 'way', 'reduce', 'calorie', 'quantity', 'improving', 'calorie', 'quantity', 'eat', 'g', 'protein', 'per', 'muscle', 'whole', 'walk', 'k', 'day', 'car', 'session', 'full', 'body', 'day', 'week', 'get', 'quality', 'sleep', 'night']"
2,"['early', 'morning', 'hit', 'different', 'end', 'car', 'sauna', 'se', 'sh', 'happy']"
2,"['see', 'gym', 'lifting', 'kind', 'chill', 'workout', 'going', 'work', 'understand', 'workout', 'bitch', 'hell', 'core', 'car', 'lifting', 'leave', 'dead', 'world', 'cant', 'morning']"
2,"['best', 'total', 'body', 'equipment', 'workout', 'trick', 'grab', 'towel', 'shocking', 'sweat', 'class', 'sweat', 'spin', 'workout', 'cycle', 'class', 'demand']"
2,"['car', 'day', 'doesnt', 'n', 'n', 'doesnt', 'involve', 'lot', 'favorite', 'car', 'constantly', 'multiple', 'whole', 'body', 'min', 'n', 'n', 'fitness', 'workout', 'car', 'burn', 'fat', 'fit']"
2,"['car', 'drumming', 'last', 'week', 'purposely', 'chose', 'one', 'work', 'set', 'grader', 'ugh', 'least', 'pick', 'song', 'n', 'hope', 'everyone', 'great', 'last', 'old', 'school', 'rock', 'best']"
2,"['queen', 'bee', 'lot', 'car', 'defined', 'workout', 'schedule', 'though']"
2,"['get', 'ready', 'sweat', 'class', 'high', 'energy', 'workout', 'best', 'several', 'martial', 'improve', 'car', 'fitness', 'build', 'strength', 'speed', 'learn', 'practical', 'self', 'defense', 'experienced', 'try', 'class']"
2,"['actually', 'car', 'workout', 'feel', 'like', 'bad', 'bitch', 'rough']"
2,"['war', 'w', 'workout', 'w', 'game', 'w', 'car']"
2,"['metabolism', 'fat', 'aerobic', 'anaerobic', 'unleash', 'inner', 'power', 'become', 'unstoppable', 'click', 'fitness', 'workout', 'car', 'healthy', 'workout', 'gym']"
2,"['get', 'ready', 'elevate', 'heart', 'rate', 'car', 'body', 'weight', 'workout', 'jump', 'rope', 'minute', 'rest', 'n', 'high', 'plank', 'knee', 'opposite', 'elbow', 'rep', 'side', 'rest', 'n', 'side', 'side', 'rest']"
2,"['whew', 'workout', 'bout', 'took', 'morning', 'hate', 'car']"
2,"['favorite', 'exercise', 'loo', 'ballet', 'also', 'hi', 'car']"
2,"['finished', 'intense', 'workout', 'pro', 'love', 'good', 'morning', 'car', 'done']"
2,"['workout', 'routine', 'n', 'used', 'day', 'week', 'car', 'day', 'week', 'arm', 'super', 'early', 'morning', 'every', 'morning', 'car', 'aiming', 'increase', 'time', 'arm', 'bed', 'time', 'week']"
2,"['gym', 'class', 'summer', 'n', 'may', 'st', 'timetable', 'june', 'august', 'group', 'fitness', 'fitness', 'workout', 'fitness', 'motivation', 'gym', 'personal', 'trainer', 'fit', 'fam', 'motivation', 'personal', 'training', 'car', 'exercise', 'fit', 'health', 'hi', 'training', 'healthy', 'strength']"
2,"['person', 'become', 'person', 'decide', 'ralph', 'underarm', 'health', 'fitness', 'fit', 'fitness', 'model', 'fitness', 'addict', 'po', 'workout', 'car', 'gym', 'train', 'training', 'photo', 'day', 'health', 'healthy']"
2,"['beautiful', 'spring', 'may', 'day', 'outdoor', 'car', 'fitness', 'workout', 'gym', 'motivation', 'fitness', 'motivation']"
2,"['k', 'st']"
2,"['scientifically', 'speaking', 'steady', 'state', 'car', 'like', 'work', 'slow', 'twitch', 'muscle', 'lifting', 'heavy', 'explosive', 'like', 'work', 'fast', 'twitch', 'muscle']"
2,"['car', 'workout', 'breeze']"
2,"['min', 'full', 'body', 'car', 'hi', 'workout', 'equipment', 'maximum', 'intensity', 'via']"
2,"['anna', 'love', 'buzz', 'early', 'morning', 'workout', 'productive', 'day', 'pushing', 'car', 'often', 'jot', 'phone', 'brain', 'clear', 'exertion', 'workout', 'buzz', 'alcohol', 'buzz']"
2,"['finished', 'n', 'quail', 'dal', 'n', 'pic', 'n', 'point', 'hat', 'n', 'dont', 'tease', 'tired', 'face', 'n', 'dont', 'look', 'energetic', 'posture', 'lot', 'glad', 'workout', 'went', 'well', 'today', 'n', 'gym', 'car', 'done']"
2,"['effect', 'isometric', 'exercise', 'training', 'arterial', 'stiffness', 'crossover', 'study', 'open', 'access', 'workout', 'train', 'hard', 'gym', 'life', 'gym', 'time', 'muscle', 'strength', 'lift', 'get', 'strong', 'car', 'hi']"
2,"['indoor', 'pro', 'exercise', 'bike', 'stationary', 'bike', 'bicycle', 'cycling', 'home', 'car', 'gym', 'workout']"
2,"['good', 'morning', 'n', 'pool', 'car', 'workout', 'morning', 'living', 'fire', 'life', 'n', 'enjoy', 'day']"
2,"['going', 'consistently', 'car', 'getting', 'protein', 'take', 'drinking', 'least', 'gallon', 'day', 'body', 'progress', 'making', 'consistent', 'love']"
2,"['high', 'intensity', 'car', 'get', 'workout', 'giving', 'fat', 'burning', 'muscle', 'building']"
2,"['two', 'chicken', 'fried', 'last', 'night', 'good', 'car', 'workout', 'burn', 'morning', 'right', 'learned', 'lesson', 'overindulge', 'stomach', 'burning', 'night']"
2,"['upper', 'body', 'strength', 'car', 'hi', 'min', 'via', 'decided', 'workout', 'today', 'felt', 'good', 'sweat', 'sometimes', 'really', 'boost']"
2,"['first', 'work', 'always', 'worse', 'switched', 'car', 'one', 'month', 'dance', 'thinking', 'difficult', 'choreograph', 'feel']"
2,"['morning', 'workout', 'n', 'n', 'card', 'ion', 'n', 'health', 'fitness', 'fit', 'dad', 'gym', 'good', 'morning']"
2,"['gon', 'na', 'start', 'car', 'na', 'boring', 'hah', 'aha']"
2,"['ad', 'exercise', 'bike', 'home', 'fitness', 'gym', 'indoor', 'cycling', 'stationary', 'bicycle', 'car', 'workout']"
2,"['minute', 'zone', 'car', 'workout', 'move', 'day', 'car', 'car', 'hi', 'hi', 'training', 'hi', 'class', 'high', 'intensity']"
2,"['fit', 'founder', 'yeah', 'car', 'sometimes', 'get', 'boring', 'repetitive', 'truth', 'car', 'getting', 'heart', 'rate', 'constant', 'state', 'hi', 'would', 'say', 'part', 'car']"
2,"['gym', 'jargon', 'primer', 'common', 'n', 'cage', 'area', 'perform', 'workout', 'n', 'equipment', 'gym', 'free', 'car', 'equipment', 'n', 'set', 'set', 'one', 'exercise', 'circuit']"
2,"['fight', 'lunch', 'good', 'car', 'muscle', 'work']"
2,"['good', 'morning', 'world', 'workout', 'building', 'strength', 'endurance', 'well', 'mix', 'compound', 'high', 'intensity', 'car', 'fitness', 'workout']"
2,"['de', 'box', 'art', 'rood', 'en', 'boxing', 'fitness', 'workout', 'motivation', 'j', 'martial', 'fit', 'fam', 'gym', 'fight', 'po', 'mixed', 'martial', 'training', 'fighter', 'car', 'wrestling', 'sweat', 'combat', 'sport', 'c']"
2,"['min', 'steady', 'yoga', 'flow', 'workout', 'day', 'week', 'sweat', 'sculpt', 'car', 'training', 'workout', 'kettle', 'bell', 'car', 'toned']"
2,"['never', 'thought', 'id', 'trend', 'treadmill', 'workout', 'fantastic', 'n', 'ni', 'usually', 'short', 'surprisingly', 'strong', 'car', 'zone', 'long', 'without', 'impact', 'running', 'blowing', 'mind']"
2,"['sure', 'nak', 'dari', 'man', 'j', 'dual', 'least', 'x', 'semi', 'gun', 'pili', 'h', 'workout', 'car', 'strength', 'training', 'n', 'refer', 'ut', 'k', 'c', 'th', 'workout', 'inn', 'join', 'n', 'raj']"
2,"['may', 'diet', 'improvement', 'do', 'cal', 'take', 'n', 'training', 'day', 'w', 'n', 'car', 'yet', 'nabs', 'workout', 'every', 'day', 'n', 'least', 'fatty', 'food', 'n', 'fish', 'target', 'date', 'june']"
2,"['car', 'done', 'kill', 'workout']"
2,"['good', 'work', 'morning', 'car', 'strength']"
2,"['work', 'morning', 'car', 'car', 'workout', 'hit', 'training', 'fitness', 'fit', 'fam', 'fit', 'fam', 'fitness', 'workout', 'gym', 'gym', 'time', 'gym', 'training']"
2,"['workout', 'log', 'n', 'may', 'n', 'workout', 'n', 'treadmill', 'cal', 'n', 'cal', 'car', 'cal', 'n', 'total', 'n', 'net', 'n', 'n']"
2,"['ham', 'wrath', 'man', 'car', 'workout']"
2,"['ie', 'dom', 'lucre', 'obi', 'w', 'k', 'today', 'add', 'another', 'hour', 'car', 'daily', 'workout', 'order', 'drop', 'lot', 'older', 'beautiful', 'gal', 'anyone', 'feel', 'sad', 'wish', 'good', 'shell', 'take', 'care']"
2,"['done', 'n', 'car', 'workout', 'video']"
2,"['got', 'yesterday', 'took', 'one', 'hour', 'ago', 'prior', 'starting', 'workout', 'starting', 'kick', 'gon', 'na', 'killer', 'back', 'workout', 'along', 'car', 'raw', 'r']"
2,"['regular', 'exercise', 'rock', 'renowned', 'actor', 'former', 'professional', 'wrestler', 'impressive', 'physique', 'energy', 'workout', 'routine', 'n', 'n', 'car', 'n', 'martial', 'training']"
2,"['min', 'calorie', 'killer', 'hi', 'workout', 'full', 'body', 'car', 'equipment']"
2,"['dose', 'response', 'association', 'hand', 'grip', 'strength', 'hypertension', 'longitudinal', 'study', 'older', 'open', 'access', 'workout', 'train', 'hard', 'gym', 'life', 'gym', 'time', 'muscle', 'strength', 'lift', 'get', 'strong', 'car', 'hi']"
2,"['k', 'morning', 'awesome', 'k', 'run', 'beautiful', 'sunshine', 'insanity', 'car', 'workout', 'core', 'stability', 'session', 'ankle', 'fusion', 'girl']"
2,"['leisure', 'time', 'physical', 'activity', 'mortality', 'influenza', 'pneumonia', 'cohort', 'study', 'u', 'open', 'access', 'workout', 'train', 'hard', 'gym', 'life', 'gym', 'time', 'muscle', 'strength', 'lift', 'get', 'strong', 'car', 'hi']"
2,"['e', 'ion', 'workout', 'naturally', 'toned', 'sportswoman', 'whole', 'life', 'workout', 'nothing', 'special', 'full', 'body', 'car', 'hi', 'find', 'x']"
2,"['walk', 'yesterday', 'ley', 'chin', 'e', 'good', 'car', 'workout', 'alone']"
2,"['n', 'workout', 'inn', 'car', 'min', 'protein', 'juice', 'cleanse']"
2,"['took', 'one', 'year', 'eat', 'normally', 'car', 'walking', 'full', 'body', 'workout', 'never', 'give']"
2,"['foam', 'box', 'durable', 'construction', 'protective', 'padding', 'also', 'added', 'versatility', 'original', 'wood', 'box', 'buy', 'play', 'box', 'fitness', 'gym', 'workout', 'running', 'car']"
2,"['first', 'car', 'second', 'back', 'workout', 'last', 'abdominal', 'target']"
2,"['daily', 'workout', 'card', 'ion', 'n', 'workout', 'fitness', 'fit', 'life']"
2,"['e', 'n', 'never', 'milling', 'wheat', 'morning', 'workout', 'bread', 'ate', 'lunch', 'whole', 'living', 'grain', 'breakfast', 'good', 'car', 'workout', 'feel', 'like', 'something', 'productive']"
2,"['shake', 'car', 'motivation', 'health', 'diet', 'short', 'strength', 'fitness', 'workout']"
2,"['min', 'car', 'workout', 'repeat', 'equipment', 'talking']"
2,"['getting', 'car']"
2,"['de', 'e', 'e', 'car', 'na', 'n', 'u', 'ex', 'age', 'po', 'e', 'r', 'ague', 'n', 'tar', 'tempo', 'e', 'r', 'n']"
2,"['whoop', 'link', 'explain', 'strength', 'trainer', 'change', 'strain', 'car', 'session', 'session', 'gone', 'strain', 'also', 'strength', 'trainer', 'workout', 'link', 'meter', 'like', 'car', 'session']"
2,"['essentially', 'alternating', 'four', 'day', 'upper', 'body', 'car', 'core', 'active', 'recovery', 'wont', 'strict', 'w', 'day', 'general', 'arrangement', 'want', 'day']"
2,"['damn', 'right', 'little', 'hot', 'girl', 'dumbbell', 'workout', 'car', 'brain', 'pew', 'pew', 'pew', 'joy']"
2,"['car', 'core', 'specific', 'workout', 'love', 'aiming', 'core', 'exercise', 'running', 'erg', 'ing', 'min', 'min', 'core', 'easy', 'find']"
2,"['dude', 'car', 'workout']"
2,"['dirty', 'dan', 'woo', 'id', 'say', 'wear', 'long', 'got', 'immediately', 'far', 'training', 'didnt', 'really', 'train', 'workout', 'consistently', 'car', 'strength']"
2,"['workout', 'morning', 'core', 'strength', 'dry', 'heaving', 'numb', 'car', 'shivering', 'sweating', 'tile', 'floor', 'would', 'recommend']"
2,"['thankful', 'today', 'band', 'n', 'finishing', 'car', 'grocery', 'shopping', 'n', 'n', 'daily', 'husband', 'thankful', 'everyday']"
2,"['need', 'core', 'building', 'cant', 'survive', 'car']"
2,"['ad', 'quarter']"
2,"['dismal', 'dandelion', 'sigh', 'hate', 'car', 'workout', 'use']"
2,"['f', 'spot', 'car', 'workout', 'awkward', 'wait', 'class', 'let', 'u', 'please', 'orange', 'theory']"
2,"['day', 'ate', 'pro', 'b', 'around', 'cal', 'tho', 'maintenance', 'energy', 'could', 'work', 'even', 'car', 'strength', 'muscle', 'u', 'fat', 'u', 'burn', 'make', 'u', 'retain', 'water', 'weight', 'week', 'go']"
2,"['struggling', 'hard', 'figure', 'workout', 'study', 'schedule', 'slowly', 'starting', 'stop', 'car', 'th', 'eat', 'genuine', 'breakfast', 'wake', 'wait', 'workout', 'early', 'morning']"
2,"['cant', 'car', 'extended', 'anything', 'cause', 'inflammation', 'try', 'pay', 'next', 'day', 'body', 'much', 'pain']"
2,"['always', 'work', 'cant', 'wait', 'get', 'summer', 'ball', 'counting', 'day', 'n', 'car', 'workout', 'senior', 'best', 'gnu', 'coach', 'white', 'power', 'coach', 'u', 'coach', 'murphy', 'coach', 'sport']"
2,"['finished', 'gym', 'like', 'want', 'n', 'car', 'workout', 'bed', 'fitness']"
2,"['bhat', 'n', 'good', 'morning', 'twitter', 'world', 'secret', 'behind', 'good', 'body', 'good', 'car', 'essential', 'part', 'workout', 'henry', 'cavil', 'l', 'mystery', 'car', 'de', 'mystify', 'start', 'working', 'happy']"
2,['car']
2,"['spilt', 'use', 'car', 'workout', 'blessing']"
2,"['er', 'grave', 'yes', 'see', 'point', 'also', 'could', 'car', 'workout', 'day', 'think', 'id', 'rather', 'skip', 'excitement', 'though', 'like', 'fun', 'quieter']"
2,"['soccer', 'improve', 'game', 'car', 'gym']"
2,"['k', 'dan', 'exercise', 'love', 'watching', 'squat', 'refer', 'inch', 'kettle', 'bell', 'car', 'daily', 'workout', 'routine']"
2,"['workout', 'car', 'sauna', 'ice', 'cold', 'shower', 'bliss']"
2,"['seriously', 'need', 'include', 'car']"
2,"['poke', 'glad', 'gym', 'movie', 'room', 'car', 'least', 'something', 'forget', 'hopefully', 'able', 'knock', 'workout', 'still']"
